  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
1985 02 17 12	39052.8	0.01	457.37	0	1.84	1.84	395.2	0.65
1985 02 18 12	39069.81	1.95	374.37	0	6.95	6.95	611.24	0.65
1985 02 19 12	39398.4	1.61	331.73	0	9.89	9.89	817.75	0.65
1985 02 20 12	39398.4	0.32	401.83	0	10.68	10.68	885.56	0.65
1985 02 21 12	39415.41	0	476.89	0	10.24	10.24	835.22	0.65
1985 02 22 12	39744	2.98	359.29	0	14.13	14.13	1062.65	0.65
1985 02 23 12	39744	9.99	346.64	0	16.43	16.43	1252.2	0.65
1985 02 24 12	39897.43	13.77	310.31	0	17.65	17.65	1384.47	0.65
1985 02 25 12	40089.6	11.65	191.88	0	14.73	14.73	1284.21	0.65
1985 02 26 12	40089.6	3.11	193.57	0	12.86	12.86	1181.19	0.65
1985 02 27 12	40425.63	0.24	310.22	0	10.19	10.19	896.91	0.65
1985 02 28 12	40435.2	0.78	374.24	0	6.31	6.31	605.78	0.65
1985 03 01 12	40435.2	1.45	368.36	0	7.29	7.29	659.95	0.65
1985 03 02 12	40780.8	0.54	252.87	0	9.25	9.25	844.92	0.65
1985 03 03 12	40780.8	0.87	365.05	0	8.89	8.89	793.53	0.65
1985 03 04 12	40780.8	2.91	360.54	0	13.12	13.12	923.9	0.65
1985 03 05 12	41126.4	0.89	459.01	0	14.35	14.35	942	0.65
1985 03 06 12	41126.4	0	479.78	0	9.63	9.63	707.96	0.65
1985 03 07 12	41126.4	0	498.09	0	9.09	9.09	685.64	0.65
1985 03 08 12	41472	0	488.2	0	12.82	12.82	896.07	0.65
1985 03 09 12	41472	0	444.62	0	17	17	1194.86	0.65
1985 03 10 12	41817.6	0.02	403.91	0	15.42	15.42	1133.46	0.65
1985 03 11 12	41817.6	0.04	405.89	0	16.15	16.15	1182.21	0.65
1985 03 12 12	41817.6	0.01	440.76	0	17.82	17.82	1243.3	0.65
1985 03 13 12	42163.2	0.19	393.81	0	12.54	12.54	902.28	0.65
1985 03 14 12	42163.2	0.2	358.5	0	13.45	13.45	917.43	0.65
1985 03 15 12	42163.2	0.05	491.19	0	9.63	9.63	745.47	0.65
1985 03 16 12	42508.8	0.1	381.1	0	10.68	10.68	824.33	0.65
1985 03 17 12	42508.8	0.03	449.78	0	11.6	11.6	841.31	0.65
1985 03 18 12	42844.83	0	523.2	0	8.07	8.07	594.14	0.65
1985 03 19 12	42854.4	0.06	485.78	0	7.98	7.98	565.08	0.65
1985 03 20 12	42854.4	6.44	397.9	0	9.88	9.88	684.68	0.65
1985 03 21 12	43200	9.35	358.95	0	11.84	11.84	905.72	0.65
1985 03 22 12	43200	2.63	193.53	0	12.88	12.88	1109.61	0.65
1985 03 23 12	43200	1.45	351.11	0	11.22	11.22	955.09	0.65
1985 03 24 12	43545.6	0.46	468.51	0	13.59	13.59	984.6	0.65
1985 03 25 12	43545.6	0.65	415.94	0	11.25	11.25	794.71	0.65
1985 03 26 12	43555.17	0.55	445.12	0	10.64	10.64	735.96	0.65
1985 03 27 12	43891.2	1.11	394.02	0	13.24	13.24	939.45	0.65
1985 03 28 12	43891.2	0.33	400.76	0	16.66	16.66	1360.51	0.65
1985 03 29 12	44236.8	0	394.06	0	21.42	21.42	1819.15	0.65
1985 03 30 12	44236.8	8.64	314.85	0	22.16	22.16	1794.76	0.65
1985 03 31 12	44236.8	6.87	314.98	0	17.47	17.47	1298.23	0.65
1985 04 01 12	44582.4	1.39	519.81	0	9.76	9.76	729.11	0.65
1985 04 02 12	44582.4	0.02	541.45	0	8.84	8.84	645.97	0.65
1985 04 03 12	44582.4	0	550.73	0	8.89	8.89	703.4	0.65
1985 04 04 12	44928	5.24	408.12	0	15.02	15.02	1071.45	0.65
1985 04 05 12	44928	8.35	355.17	0	18.8	18.8	1294.94	0.65
1985 04 06 12	45273.6	2.2	561.89	0	12.94	12.94	835.29	0.65
1985 04 07 12	45273.6	0	539.02	0	13.13	13.13	826.43	0.65
1985 04 08 12	45273.6	0	566.33	0	10.86	10.86	703.75	0.65
1985 04 09 12	45619.2	0	548.67	0	9.46	9.46	650.13	0.65
1985 04 10 12	45619.2	0	575.06	0	8.17	8.17	599.68	0.65
1985 04 11 12	45619.2	0	567.64	0	11.15	11.15	731.9	0.65
1985 04 12 12	45964.8	1.3	410.08	0	14.65	14.65	1022.12	0.65
1985 04 13 12	45964.8	6.74	315.86	0	17.66	17.66	1377.23	0.65
1985 04 14 12	45974.37	10.98	320.83	0	17.4	17.4	1393.41	0.65
1985 04 15 12	46310.4	6.42	310.46	0	16.15	16.15	1262.72	0.65
1985 04 16 12	46310.4	1.15	538.1	0	14.22	14.22	1029.36	0.65
1985 04 17 12	46502.57	0	554.07	0	16.49	16.49	1101.63	0.65
1985 04 18 12	46656	0	555.25	0	18.98	18.98	1221.72	0.65
1985 04 19 12	46656	0	556.34	0	19.61	19.61	1254.45	0.65
1985 04 20 12	46984.59	0	552.14	0	19.84	19.84	1279.72	0.65
1985 04 21 12	47001.6	0	554.94	0	20.24	20.24	1312.99	0.65
1985 04 22 12	47001.6	9.64	416.97	0	20.7	20.7	1432	0.65
1985 04 23 12	47330.19	16.34	366.97	0	22.19	22.19	1694	0.65
1985 04 24 12	47347.2	7.68	337.78	0	21.52	21.52	1688.78	0.65
1985 04 25 12	47347.2	1.6	427.56	0	19.18	19.18	1456.41	0.65
1985 04 26 12	47675.79	1.49	378.32	0	20.76	20.76	1620.63	0.65
1985 04 27 12	47692.8	0.73	363.87	0	22.09	22.09	1810.63	0.65
1985 04 28 12	47692.8	0.09	413.63	0	22.38	22.38	1848.59	0.65
1985 04 29 12	47959.74	6.22	366.27	0	21.16	21.16	1696.57	0.65
1985 04 30 12	48038.4	28.04	395.74	0	21.75	21.75	1665.1	0.65
1985 05 01 12	48038.4	22.93	351.59	0	22.01	22.01	1746.8	0.65
1985 05 02 12	48161.31	6.52	274.76	0	20.65	20.65	1729.9	0.65
1985 05 03 12	48384	0.59	450	0	19.27	19.27	1494.01	0.65
1985 05 04 12	48384	0	521.31	0	17.02	17.02	1228.89	0.65
1985 05 05 12	48393.57	0	557.41	0	17.66	17.66	1211.35	0.65
1985 05 06 12	48729.6	0	554.54	0	19.32	19.32	1325.06	0.65
1985 05 07 12	48729.6	7.39	403.94	0	21.28	21.28	1561.56	0.65
1985 05 08 12	48729.6	10.62	374.61	0	22.05	22.05	1664.13	0.65
1985 05 09 12	48996.54	3.34	251.97	0	18.08	18.08	1515.64	0.65
1985 05 10 12	49075.2	5.48	251.47	0	17.78	17.78	1566.62	0.65
1985 05 11 12	49075.2	1.76	477.05	0	19.23	19.23	1559.27	0.65
1985 05 12 12	49084.77	0	478.36	0	21.51	21.51	1688.43	0.65
1985 05 13 12	49420.8	0	504.64	0	22.31	22.31	1732.62	0.65
1985 05 14 12	49420.8	0	492.95	0	24.09	24.09	1873.72	0.65
1985 05 15 12	49420.8	0	452.13	0	22.73	22.73	1701.44	0.65
1985 05 16 12	49481.41	0	578.47	0	19.39	19.39	1284.07	0.65
1985 05 17 12	49766.4	0	539.53	0	19.52	19.52	1261.57	0.65
1985 05 18 12	49766.4	0	565.25	0	15.79	15.79	1033.64	0.65
1985 05 19 12	49766.4	0	583.78	0	15.9	15.9	1061.13	0.65
1985 05 20 12	49775.97	2.87	436.63	0	18.83	18.83	1314.68	0.65
1985 05 21 12	50094.99	6.49	413.76	0	21.44	21.44	1565.87	0.65
1985 05 22 12	50112	2.11	450.07	0	22.84	22.84	1689	0.65
1985 05 23 12	50112	0.09	495.48	0	21.12	21.12	1505.48	0.65
1985 05 24 12	50112	0	568.23	0	17.59	17.59	1171.63	0.65
1985 05 25 12	50234.91	0	587.35	0	17.85	17.85	1123.77	0.65
1985 05 26 12	50457.6	0	585.24	0	19.06	19.06	1181.75	0.65
1985 05 27 12	50457.6	0.6	532.13	0	20.63	20.63	1340.78	0.65
1985 05 28 12	50457.6	4.12	405.77	0	22.84	22.84	1670.64	0.65
1985 05 29 12	50457.6	3.93	382.4	0	23.83	23.83	1840.22	0.65
1985 05 30 12	50467.17	0.89	493.08	0	23.86	23.86	1862.26	0.65
1985 05 31 12	50724.54	0	475.71	0	25.26	25.26	2034.22	0.65
1985 06 01 12	50803.2	0	503.78	0	26.38	26.38	2097.96	0.65
1985 06 02 12	50803.2	0	511.54	0	27.48	27.48	2120.66	0.65
1985 06 03 12	50803.2	0	538.94	0	26.85	26.85	1951.86	0.65
1985 06 04 12	50803.2	0	546.02	0	26.49	26.49	1914.49	0.65
1985 06 05 12	50803.2	0	536.18	0	27.73	27.73	2089.67	0.65
1985 06 06 12	50812.77	0.84	415.61	0	28.48	28.48	2269.41	0.65
1985 06 07 12	50995.38	2.46	382.62	0	28.04	28.04	2215.04	0.65
1985 06 08 12	51131.79	2.87	491.06	0	26.09	26.09	1926.28	0.65
1985 06 09 12	51148.8	9.63	389.96	0	25.3	25.3	1967.39	0.65
1985 06 10 12	51148.8	26.5	380.99	0	26.23	26.23	2116.33	0.65
1985 06 11 12	51148.8	14.17	248.48	0	23.88	23.88	2089.89	0.65
1985 06 12 12	51148.8	2.11	419.97	0	22.34	22.34	1756.13	0.65
1985 06 13 12	51148.8	0	574.46	0	17.44	17.44	1162.9	0.65
1985 06 14 12	51148.8	0	574.62	0	17.57	17.57	1177.36	0.65
1985 06 15 12	51148.8	10.24	409.21	0	19.67	19.67	1461.12	0.65
1985 06 16 12	51148.8	5.21	401.38	0	22.22	22.22	1806.14	0.65
1985 06 17 12	51148.8	8.4	362.13	0	25.29	25.29	2141.02	0.65
1985 06 18 12	51148.8	14.75	360.27	0	25.03	25.03	2081.3	0.65
1985 06 19 12	51148.8	5.8	226.96	0	21.52	21.52	1827.61	0.65
1985 06 20 12	51148.8	0.59	542.44	0	18.59	18.59	1386.56	0.65
1985 06 21 12	51148.8	0	559.58	0	20.39	20.39	1464.31	0.65
1985 06 22 12	51148.8	0.77	428.29	0	22.51	22.51	1729.01	0.65
1985 06 23 12	51148.8	3.93	405.55	0	24.3	24.3	1968.6	0.65
1985 06 24 12	51148.8	1.88	387.73	0	25.47	25.47	2099.82	0.65
1985 06 25 12	51148.8	0.22	509.93	0	26.77	26.77	2185.06	0.65
1985 06 26 12	51148.8	9.87	387.83	0	26.88	26.88	2217.04	0.65
1985 06 27 12	51148.8	5.15	388.56	0	26.22	26.22	2168.64	0.65
1985 06 28 12	51148.8	8.24	347.69	0	25.74	25.74	2203.82	0.65
1985 06 29 12	51148.8	4.34	311.45	0	23.68	23.68	2055.22	0.65
1985 06 30 12	51148.8	4	363.06	0	22.44	22.44	1853.4	0.65
1985 07 01 12	51148.8	1.41	476.71	0	21.25	21.25	1647.52	0.65
1985 07 02 12	51148.8	2.6	399.54	0	22.12	22.12	1733.35	0.65
1985 07 03 12	51148.8	6.98	394.88	0	23.03	23.03	1828.67	0.65
1985 07 04 12	51148.8	3.63	382.02	0	23.73	23.73	1923.72	0.65
1985 07 05 12	51070.14	17.57	360.71	0	23.41	23.41	1958.73	0.65
1985 07 06 12	50926.11	8.35	330.64	0	23.09	23.09	1969.04	0.65
1985 07 07 12	50803.2	0.89	504.53	0	22.48	22.48	1837.26	0.65
1985 07 08 12	50803.2	1.55	411.37	0	23.89	23.89	1967.29	0.65
1985 07 09 12	50803.2	0.52	521.77	0	25.29	25.29	2061.94	0.65
1985 07 10 12	50803.2	0.39	394.12	0	26.32	26.32	2206.98	0.65
1985 07 11 12	50803.2	2.38	412.85	0	26.87	26.87	2225.72	0.65
1985 07 12 12	50786.19	3.09	424.98	0	25.97	25.97	2086.61	0.65
1985 07 13 12	50580.52	0.78	519.25	0	26.56	26.56	2155.49	0.65
1985 07 14 12	50457.6	0	511.12	0	27.2	27.2	2267.45	0.65
1985 07 15 12	50457.6	3.97	372.26	0	27.17	27.17	2355.81	0.65
1985 07 16 12	50457.6	15.44	362.68	0	26.78	26.78	2334.39	0.65
1985 07 17 12	50457.6	4.71	482.91	0	26.18	26.18	2218.1	0.65
1985 07 18 12	50378.94	0	508.41	0	25.8	25.8	2142.16	0.65
1985 07 19 12	50121.57	0	511.5	0	26.58	26.58	2205	0.65
1985 07 20 12	50112	0	504.32	0	26.9	26.9	2263.69	0.65
1985 07 21 12	50112	3.09	382.26	0	27.2	27.2	2372.26	0.65
1985 07 22 12	50112	6.2	358.17	0	27.61	27.61	2449.21	0.65
1985 07 23 12	49958.57	9.85	360.77	0	26.61	26.61	2345.35	0.65
1985 07 24 12	49766.4	6.05	296.02	0	25.18	25.18	2332.92	0.65
1985 07 25 12	49766.4	31.9	273.25	0	24.91	24.91	2417.95	0.65
1985 07 26 12	49766.4	31.2	318.42	0	26.19	26.19	2532.9	0.65
1985 07 27 12	49687.74	24.43	279.84	0	26.22	26.22	2557.4	0.65
1985 07 28 12	49420.8	6.97	231.38	0	24.77	24.77	2474.01	0.65
1985 07 29 12	49420.8	0.49	285.59	0	24.43	24.43	2461.52	0.65
1985 07 30 12	49420.8	0.44	339.84	0	25.99	25.99	2505.63	0.65
1985 07 31 12	49267.38	4.72	359.31	0	26.68	26.68	2455.55	0.65
1985 08 01 12	49075.2	6.6	362.71	0	27.03	27.03	2440.56	0.65
1985 08 02 12	49075.2	1.75	419.32	0	26.87	26.87	2384.9	0.65
1985 08 03 12	49075.2	0.02	429.85	0	26.23	26.23	2366.14	0.65
1985 08 04 12	48739.17	1.42	366.63	0	25.34	25.34	2257.04	0.65
1985 08 05 12	48729.6	2.11	406.78	0	23.84	23.84	2045.37	0.65
1985 08 06 12	48729.6	1.09	348.28	0	24.27	24.27	2180.36	0.65
1985 08 07 12	48650.94	8.4	283.37	0	25.17	25.17	2398.76	0.65
1985 08 08 12	48384	3.4	419.19	0	25.56	25.56	2328.08	0.65
1985 08 09 12	48384	0.45	486.09	0	25.67	25.67	2193.34	0.65
1985 08 10 12	48384	0.08	510.81	0	26.32	26.32	2203.64	0.65
1985 08 11 12	48038.4	0	510.06	0	26.76	26.76	2258.59	0.65
1985 08 12 12	48038.4	0	501.13	0	27.35	27.35	2333.98	0.65
1985 08 13 12	48038.4	1.25	399.3	0	26.75	26.75	2318.48	0.65
1985 08 14 12	47692.8	2.49	367.4	0	26.9	26.9	2392.7	0.65
1985 08 15 12	47692.8	26.76	357.41	0	26.79	26.79	2412.58	0.65
1985 08 16 12	47692.8	39.51	319.61	0	25.61	25.61	2369.49	0.65
1985 08 17 12	47347.2	10.27	302.48	0	24.1	24.1	2313.73	0.65
1985 08 18 12	47347.2	0	473.16	0	23.92	23.92	2170.51	0.65
1985 08 19 12	47347.2	5.36	382.91	0	25.09	25.09	2189.16	0.65
1985 08 20 12	47001.6	3.97	376.24	0	25.76	25.76	2221.81	0.65
1985 08 21 12	47001.6	0.73	465.96	0	24.91	24.91	2106.89	0.65
1985 08 22 12	47001.6	0	518.42	0	22.99	22.99	1881.25	0.65
1985 08 23 12	46656	8.04	390.27	0	24.09	24.09	2045.18	0.65
1985 08 24 12	46656	9.29	345.75	0	25.78	25.78	2332.54	0.65
1985 08 25 12	46656	4.44	339.89	0	25.62	25.62	2311.78	0.65
1985 08 26 12	46310.4	1.71	344.81	0	23.29	23.29	2079.6	0.65
1985 08 27 12	46310.4	0.32	425.6	0	23.09	23.09	2068.01	0.65
1985 08 28 12	46310.4	0	475.12	0	23.79	23.79	2088.46	0.65
1985 08 29 12	45964.8	1.31	419.64	0	25.01	25.01	2225.18	0.65
1985 08 30 12	45964.8	0.55	431.92	0	25.77	25.77	2340.25	0.65
1985 08 31 12	45964.8	0.05	450.1	0	26.24	26.24	2374.39	0.65
1985 09 01 12	45619.2	1.03	354.98	0	25.87	25.87	2326.01	0.65
1985 09 02 12	45619.2	2.47	339.79	0	25.93	25.93	2378.75	0.65
1985 09 03 12	45334.21	3.82	305.91	0	26.21	26.21	2471.17	0.65
1985 09 04 12	45273.6	1.04	444.2	0	25.53	25.53	2334.71	0.65
1985 09 05 12	45273.6	0	437.61	0	25.76	25.76	2346.27	0.65
1985 09 06 12	44928	2.02	336.28	0	25.69	25.69	2342.45	0.65
1985 09 07 12	44928	2.15	373.95	0	25.45	25.45	2271.93	0.65
1985 09 08 12	44928	6	341.46	0	25.49	25.49	2250.91	0.65
1985 09 09 12	44582.4	1.83	475.54	0	25.65	25.65	2183.36	0.65
1985 09 10 12	44582.4	0	460.78	0	25.65	25.65	2206.08	0.65
1985 09 11 12	44582.4	1.93	338.73	0	25.85	25.85	2266.38	0.65
1985 09 12 12	44236.8	0.64	457.3	0	25.39	25.39	2131.85	0.65
1985 09 13 12	44236.8	0	434.56	0	23.16	23.16	1929.41	0.65
1985 09 14 12	43891.2	0	412.1	0	20.6	20.6	1664.98	0.65
1985 09 15 12	43891.2	0	504.34	0	16.81	16.81	1273.07	0.65
1985 09 16 12	43891.2	0	486.84	0	17.83	17.83	1319.81	0.65
1985 09 17 12	43545.6	0	489.58	0	18.15	18.15	1355.14	0.65
1985 09 18 12	43545.6	0	500.38	0	19.99	19.99	1436.83	0.65
1985 09 19 12	43545.6	0	486.3	0	20.27	20.27	1476.61	0.65
1985 09 20 12	43200	0	487.52	0	21.11	21.11	1560.88	0.65
1985 09 21 12	43200	0	475.62	0	22	22	1663.66	0.65
1985 09 22 12	42854.4	16.8	349.52	0	22.47	22.47	1786.37	0.65
1985 09 23 12	42854.4	19.69	313.69	0	22.73	22.73	1902.4	0.65
1985 09 24 12	42854.4	4.73	291.68	0	20.59	20.59	1764.63	0.65
1985 09 25 12	42508.8	0.48	411.44	0	17.61	17.61	1382.03	0.65
1985 09 26 12	42508.8	0.16	469.65	0	18.95	18.95	1365.23	0.65
1985 09 27 12	42508.8	0	464.82	0	16.7	16.7	1185.92	0.65
1985 09 28 12	42163.2	0	485.91	0	15.07	15.07	1066.53	0.65
1985 09 29 12	42163.2	12.66	365.13	0	15.87	15.87	1167.63	0.65
1985 09 30 12	41817.6	31.24	334.1	0	19.01	19.01	1432.44	0.65
1985 10 01 12	41817.6	22.34	334.62	0	18.39	18.39	1355.25	0.65
1985 10 02 12	41817.6	4.44	324.56	0	13.5	13.5	1122.38	0.65
1985 10 03 12	41472	0.03	332.97	0	13.99	13.99	1225.92	0.65
1985 10 04 12	41472	0.01	445.68	0	16.97	16.97	1299.77	0.65
1985 10 05 12	41472	0	454.27	0	16.91	16.91	1150.92	0.65
1985 10 06 12	41126.4	0	478.41	0	12.16	12.16	831.84	0.65
1985 10 07 12	41126.4	0	474.72	0	11.96	11.96	826.68	0.65
1985 10 08 12	41065.79	0	465.35	0	13.96	13.96	959.65	0.65
1985 10 09 12	40780.8	0	448.23	0	16.64	16.64	1185.32	0.65
1985 10 10 12	40780.8	0	420.73	0	19.21	19.21	1427.53	0.65
1985 10 11 12	40435.2	0	433.47	0	20.12	20.12	1475.49	0.65
1985 10 12 12	40435.2	0	425.19	0	21.04	21.04	1558.84	0.65
1985 10 13 12	40435.2	0	398.88	0	22.34	22.34	1764.92	0.65
1985 10 14 12	40089.6	4.05	271.64	0	23.23	23.23	1980.6	0.65
1985 10 15 12	40089.6	2.53	249.43	0	23.25	23.25	2048.19	0.65
1985 10 16 12	40089.6	0.39	304.31	0	22.16	22.16	1925.07	0.65
1985 10 17 12	39744	5.62	283.98	0	20.05	20.05	1669.57	0.65
1985 10 18 12	39744	1.87	367.49	0	21.3	21.3	1753.78	0.65
1985 10 19 12	39744	0.08	320.1	0	21.83	21.83	1832.47	0.65
1985 10 20 12	39398.4	0.24	270.06	0	21.73	21.73	1850.59	0.65
1985 10 21 12	39398.4	12.14	225.49	0	21.9	21.9	1936.72	0.65
1985 10 22 12	39398.4	16.48	202.42	0	20.96	20.96	1922.96	0.65
1985 10 23 12	39052.8	10.28	159.05	0	20.68	20.68	1978.04	0.65
1985 10 24 12	39052.8	7.92	204.95	0	21.27	21.27	1988.47	0.65
1985 10 25 12	39052.8	2.78	264.53	0	20.82	20.82	1840.06	0.65
1985 10 26 12	38707.2	12.12	249.18	0	19.77	19.77	1681.99	0.65
1985 10 27 12	38707.2	16.46	248.04	0	19.49	19.49	1622.59	0.65
1985 10 28 12	38707.2	4.77	202.9	0	17.98	17.98	1570.51	0.65
1985 10 29 12	38361.6	1.12	197.21	0	18.26	18.26	1646.47	0.65
1985 10 30 12	38361.6	12.31	141.13	0	16.84	16.84	1557.72	0.65
1985 10 31 12	38361.6	13.21	150.97	0	15.81	15.81	1496.71	0.65
1985 11 01 12	38016	3.98	160.1	0	16.05	16.05	1481.21	0.65
1985 11 02 12	38016	1.67	170.3	0	14.21	14.21	1301.07	0.65
1985 11 03 12	38016	0.46	185.47	0	12.48	12.48	1143.96	0.65
1985 11 04 12	37749.06	0	355.92	0	9.21	9.21	837.64	0.65
1985 11 05 12	37670.4	0	386.89	0	7.66	7.66	677.21	0.65
1985 11 06 12	37670.4	0	394.23	0	7.53	7.53	633.39	0.65
1985 11 07 12	37660.83	0.22	309.17	0	8.93	8.93	659.66	0.65
1985 11 08 12	37324.8	0.07	394.14	0	7.89	7.89	605.77	0.65
1985 11 09 12	37324.8	0	387.6	0	9.4	9.4	698.92	0.65
1985 11 10 12	37324.8	0	372.35	0	13.35	13.35	952.64	0.65
1985 11 11 12	37132.62	0	355.69	0	17.24	17.24	1250.4	0.65
1985 11 12 12	36979.2	0	343.99	0	18.95	18.95	1419.38	0.65
1985 11 13 12	36979.2	0	339.86	0	19.2	19.2	1458.55	0.65
1985 11 14 12	36979.2	0	325.63	0	19.29	19.29	1502.41	0.65
1985 11 15 12	36712.26	1.03	244.87	0	19.06	19.06	1561.93	0.65
1985 11 16 12	36633.6	2.85	214.34	0	19.56	19.56	1646.9	0.65
1985 11 17 12	36633.6	0.84	286.26	0	18.45	18.45	1532.95	0.65
1985 11 18 12	36633.6	0	318.8	0	18.2	18.2	1460.8	0.65
1985 11 19 12	36441.43	0	314.93	0	19.66	19.66	1537.76	0.65
1985 11 20 12	36288	0.81	236.95	0	18.7	18.7	1404.83	0.65
1985 11 21 12	36288	0.75	219.73	0	12.67	12.67	1029.84	0.65
1985 11 22 12	36288	0.16	268.51	0	11.15	11.15	952.54	0.65
1985 11 23 12	36278.43	0.01	325.88	0	10.26	10.26	819.68	0.65
1985 11 24 12	36021.06	0.11	262.67	0	12.83	12.83	984.67	0.65
1985 11 25 12	35942.4	1.01	219.66	0	16.43	16.43	1360.32	0.65
1985 11 26 12	35942.4	1	193.89	0	18.48	18.48	1658.87	0.65
1985 11 27 12	35942.4	15.69	150.08	0	21.01	21.01	1960.21	0.65
1985 11 28 12	35942.4	7.54	138.72	0	19.88	19.88	1797.94	0.65
1985 11 29 12	35819.48	1.51	184.72	0	15.13	15.13	1334.17	0.65
1985 11 30 12	35613.81	3.13	149.74	0	14.59	14.59	1311.25	0.65
1985 12 01 12	35596.8	4.91	203.37	0	14.91	14.91	1199.81	0.65
1985 12 02 12	35596.8	1.32	337.62	0	8.41	8.41	648.47	0.65
1985 12 03 12	35596.8	0.64	236.68	0	1.81	1.81	432.88	0.65
1985 12 04 12	35596.8	0.64	245	0	1.8	1.8	472.75	0.65
1985 12 05 12	35596.8	0.4	235.42	0	6.71	6.71	647.2	0.65
1985 12 06 12	35473.89	0.09	317.2	0	6.07	6.07	581.39	0.65
1985 12 07 12	35329.86	0	316.04	0	2.75	2.75	470.37	0.65
1985 12 08 12	35251.2	0	329.42	0	4.88	4.88	553.39	0.65
1985 12 09 12	35251.2	0	324.26	0	9.68	9.68	739.62	0.65
1985 12 10 12	35251.2	8.65	244.18	0	12.03	12.03	881.55	0.65
1985 12 11 12	35251.2	22.34	211.41	0	15.16	15.16	1167.85	0.65
1985 12 12 12	35251.2	22.9	189.88	0	14.88	14.88	1186.77	0.65
1985 12 13 12	35251.2	5.59	190.07	0	9.44	9.44	822.52	0.65
1985 12 14 12	35251.2	0.04	320.77	0	0.07	0.07	379.15	0.65
1985 12 15 12	35251.2	0	314.98	0	-3.83	-3.83	270.28	0.65
1985 12 16 12	35251.2	0	330.83	0	-2.07	-2.07	306.81	0.65
1985 12 17 12	35251.2	0	330.01	0	2.02	2.02	396.64	0.65
1985 12 18 12	35251.2	0	325.89	0	3.6	3.6	421.65	0.65
1985 12 19 12	35251.2	0.03	306.29	0	-1.2	-1.2	310.61	0.65
1985 12 20 12	35251.2	0.01	329.09	0	-1.7	-1.7	318.23	0.65
1985 12 21 12	35251.2	0	305.82	0	-1.21	-1.21	351.09	0.65
1985 12 22 12	35251.2	0	296.4	0	-1	-1	382.73	0.65
1985 12 23 12	35251.2	0	331.27	0	3.6	3.6	476.44	0.65
1985 12 24 12	35251.2	0	315.08	0	6.51	6.51	539.47	0.65
1985 12 25 12	35251.2	0	331.21	0	0.41	0.41	321.32	0.65
1985 12 26 12	35251.2	0	304.11	0	-6.15	-6.15	213.18	0.65
1985 12 27 12	35251.2	0.2	309.28	0	-4.77	-4.77	263.54	0.65
1985 12 28 12	35251.2	0.09	290.6	0	1.86	1.86	424.94	0.65
1985 12 29 12	35251.2	0.01	316.91	0	1.57	1.57	398.96	0.65
1985 12 30 12	35251.2	10.77	291.54	0	1.46	1.46	372.96	0.65
1985 12 31 12	35251.2	3.62	371.87	0	4.14	4.14	441.05	0.65
1986 01 01 12	35251.2	0.01	347.25	0	4.9	4.9	498.29	0.65
1986 01 02 12	35251.2	0	367.06	0	3.35	3.35	443.03	0.65
1986 01 03 12	35268.21	0	370.52	0	4.96	4.96	495.13	0.65
1986 01 04 12	35404.62	0.01	345.98	0	7.26	7.26	589.44	0.65
1986 01 05 12	35536.19	0.15	314.35	0	4.72	4.72	478.65	0.65
1986 01 06 12	35596.8	0.22	302.13	0	-0.61	-0.61	320.46	0.65
1986 01 07 12	35596.8	0.06	369.57	0	0.06	0.06	342.89	0.65
1986 01 08 12	35596.8	0	346.53	0	1.78	1.78	399.6	0.65
1986 01 09 12	35596.8	0.22	253.53	0	0.91	0.91	406.29	0.65
1986 01 10 12	35596.8	0.33	246.11	0	1.87	1.87	463.62	0.65
1986 01 11 12	35675.46	0.09	342.84	0	4.09	4.09	505.17	0.65
1986 01 12 12	35932.83	0	373.11	0	4.25	4.25	426.77	0.65
1986 01 13 12	35942.4	0	372.56	0	4.46	4.46	410.39	0.65
1986 01 14 12	35942.4	0	370.96	0	3.21	3.21	392.57	0.65
1986 01 15 12	35942.4	0	380.07	0	4.19	4.19	421.79	0.65
1986 01 16 12	35942.4	0	374.85	0	7.14	7.14	539.12	0.65
1986 01 17 12	36165.09	1.74	278.26	0	8.6	8.6	665.16	0.65
1986 01 18 12	36288	5.48	228.05	0	10.4	10.4	836.75	0.65
1986 01 19 12	36288	1.65	239.44	0	8.54	8.54	761.16	0.65
1986 01 20 12	36288	0.01	351.73	0	5.2	5.2	546.43	0.65
1986 01 21 12	36305.01	0	363.44	0	6.55	6.55	552.27	0.65
1986 01 22 12	36624.03	0	349.04	0	8.25	8.25	621.36	0.65
1986 01 23 12	36633.6	3.01	281.76	0	6.66	6.66	565.03	0.65
1986 01 24 12	36633.6	2.52	302.81	0	5.06	5.06	495.33	0.65
1986 01 25 12	36633.6	7.99	268.94	0	5.81	5.81	545.17	0.65
1986 01 26 12	36918.59	2.55	193.55	0	4.53	4.53	554.27	0.65
1986 01 27 12	36979.2	0.02	362.5	0	-2.76	-2.76	285.58	0.65
1986 01 28 12	36979.2	0	318.7	0	-6.2	-6.2	223.78	0.65
1986 01 29 12	36979.2	0	389.5	0	-1.08	-1.08	313.4	0.65
1986 01 30 12	37315.23	0	381.83	0	5.46	5.46	456.27	0.65
1986 01 31 12	37324.8	0	384.23	0	5.27	5.27	452.92	0.65
