  33.71								
 165								
 577320463								
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)	DrainageDensity
1983 04 24 12	47347.2	0.49	343.14	0	12.97	12.97	1184.79	0.65
1983 04 25 12	47347.2	0	544.34	0	10.42	10.42	897.36	0.65
1983 04 26 12	47675.79	0	533.31	0	13.82	13.82	1068.58	0.65
1983 04 27 12	47692.8	0	438.01	0	15.85	15.85	1306.26	0.65
1983 04 28 12	47692.8	0	526.78	0	17.59	17.59	1481.53	0.65
1983 04 29 12	47959.74	0	507.9	0	20.27	20.27	1895.94	0.65
1983 04 30 12	48038.4	0	509.39	0	20.1	20.1	1833.27	0.65
1983 05 01 12	48038.4	0	523.38	0	21.54	21.54	2018.72	0.65
1983 05 02 12	48161.31	0.02	519.2	0	22.23	22.23	2095.94	0.65
1983 05 03 12	48384	6.22	221.59	0	19.36	19.36	2009.51	0.65
1983 05 04 12	48384	0.1	519	0	13.83	13.83	1233.18	0.65
1983 05 05 12	48393.57	0	583.31	0	16.71	16.71	1256.08	0.65
1983 05 06 12	48729.6	0	577.13	0	19.52	19.52	1496.47	0.65
1983 05 07 12	48729.6	0	581.15	0	18.74	18.74	1636.72	0.65
1983 05 08 12	48729.6	0.04	581.96	0	20.43	20.43	1915.4	0.65
1983 05 09 12	48996.54	2.13	594.94	0	15.35	15.35	1273.17	0.65
1983 05 10 12	49075.2	0.57	420.55	0	18.72	18.72	1482	0.65
1983 05 11 12	49075.2	1.7	398.38	0	22	22	2042.01	0.65
1983 05 12 12	49084.77	0.02	473.42	0	22.64	22.64	2141.92	0.65
1983 05 13 12	49420.8	0	569.32	0	23.63	23.63	2221.39	0.65
1983 05 14 12	49420.8	0.24	439.16	0	22.89	22.89	2171.66	0.65
1983 05 15 12	49420.8	41.26	287.29	0	20.81	20.81	2172.75	0.65
1983 05 16 12	49481.41	14.3	519.93	0	19.34	19.34	1813.22	0.65
1983 05 17 12	49766.4	0	552.32	0	17.14	17.14	1446.25	0.65
1983 05 18 12	49766.4	19.03	380.53	0	19.66	19.66	1863.79	0.65
1983 05 19 12	49766.4	97.95	276.34	0	20.84	20.84	2264.12	0.65
1983 05 20 12	49775.97	13.76	308.36	0	21.38	21.38	2258.74	0.65
1983 05 21 12	50094.99	8.04	377.08	0	23.41	23.41	2422.57	0.65
1983 05 22 12	50112	15.93	401.73	0	22.72	22.72	2336.84	0.65
1983 05 23 12	50112	2.91	456.08	0	22.72	22.72	2122.12	0.65
1983 05 24 12	50112	2.77	542.09	0	21.16	21.16	1836.69	0.65
1983 05 25 12	50234.91	0	588.35	0	18.43	18.43	1463.23	0.65
1983 05 26 12	50457.6	0.47	538.94	0	20.68	20.68	1717.44	0.65
1983 05 27 12	50457.6	7.19	576.33	0	20.69	20.69	1674.47	0.65
1983 05 28 12	50457.6	1.55	509.79	0	20.84	20.84	1663.83	0.65
1983 05 29 12	50457.6	12.69	371.91	0	23.34	23.34	2370.35	0.65
1983 05 30 12	50467.17	0.03	523.28	0	23.09	23.09	2114.5	0.65
1983 05 31 12	50724.54	0	248.63	0	17.32	17.32	1512.92	0.65
1983 06 01 12	50803.2	0	479.95	0	18.52	18.52	1628.06	0.65
1983 06 02 12	50803.2	0	567.32	0	21.1	21.1	1725.79	0.65
1983 06 03 12	50803.2	0.02	541.91	0	24.14	24.14	2352.15	0.65
1983 06 04 12	50803.2	24.41	391.74	0	25.15	25.15	2637.77	0.65
1983 06 05 12	50803.2	2.13	322.4	0	24.03	24.03	2492.99	0.65
1983 06 06 12	50812.77	2.88	341.36	0	24.17	24.17	2440.75	0.65
1983 06 07 12	50995.38	4.05	365.28	0	21.91	21.91	2157.02	0.65
1983 06 08 12	51131.79	0	552.38	0	20.93	20.93	1876.55	0.65
1983 06 09 12	51148.8	0	568.8	0	21.44	21.44	1797.75	0.65
1983 06 10 12	51148.8	0	542.87	0	23.97	23.97	2062.13	0.65
1983 06 11 12	51148.8	0	583.13	0	22.67	22.67	2013.29	0.65
1983 06 12 12	51148.8	0	508.86	0	22.5	22.5	2009.97	0.65
1983 06 13 12	51148.8	0	482.39	0	22.92	22.92	2096.37	0.65
1983 06 14 12	51148.8	0.64	354.3	0	23.74	23.74	2290.93	0.65
1983 06 15 12	51148.8	16.17	329.22	0	24.77	24.77	2479.36	0.65
1983 06 16 12	51148.8	8.69	313.98	0	24.91	24.91	2511.78	0.65
1983 06 17 12	51148.8	11.69	386.34	0	24.7	24.7	2548.61	0.65
1983 06 18 12	51148.8	1.73	295.58	0	24.06	24.06	2469.04	0.65
1983 06 19 12	51148.8	1.9	374.03	0	24.16	24.16	2393.18	0.65
1983 06 20 12	51148.8	2.51	342.11	0	23.68	23.68	2357.39	0.65
1983 06 21 12	51148.8	2.31	264	0	23.66	23.66	2443.17	0.65
1983 06 22 12	51148.8	1.89	320.96	0	24.83	24.83	2591.66	0.65
1983 06 23 12	51148.8	7.36	345.51	0	24.73	24.73	2578.33	0.65
1983 06 24 12	51148.8	3.16	338.52	0	24.9	24.9	2526.37	0.65
1983 06 25 12	51148.8	3.8	328.88	0	25.38	25.38	2545.6	0.65
1983 06 26 12	51148.8	7.37	358.45	0	25.43	25.43	2635.66	0.65
1983 06 27 12	51148.8	10.67	315.43	0	25.18	25.18	2699.04	0.65
1983 06 28 12	51148.8	5.81	397.26	0	24.89	24.89	2647.38	0.65
1983 06 29 12	51148.8	1.71	356.69	0	24.65	24.65	2573.47	0.65
1983 06 30 12	51148.8	4.04	407.51	0	25.07	25.07	2635.76	0.65
1983 07 01 12	51148.8	2.87	427.17	0	27.14	27.14	2934.26	0.65
1983 07 02 12	51148.8	6.52	458.47	0	27.82	27.82	2798	0.65
1983 07 03 12	51148.8	0.2	433.83	0	27.36	27.36	2892.33	0.65
1983 07 04 12	51148.8	1.2	508.87	0	27.66	27.66	2960.07	0.65
1983 07 05 12	51070.14	16.3	372.71	0	26.11	26.11	2786.49	0.65
1983 07 06 12	50926.11	0.55	650.29	0	25.53	25.53	2473.29	0.65
1983 07 07 12	50803.2	0	660.79	0	22.84	22.84	2011.86	0.65
1983 07 08 12	50803.2	0	489.69	0	25.55	25.55	2449.39	0.65
1983 07 09 12	50803.2	0	643.7	0	25.91	25.91	2286.48	0.65
1983 07 10 12	50803.2	0	642.72	0	26.26	26.26	2379.88	0.65
1983 07 11 12	50803.2	0	630.15	0	27.18	27.18	2493.86	0.65
1983 07 12 12	50786.19	0	454.52	0	28.57	28.57	2716.07	0.65
1983 07 13 12	50580.52	0.05	568.69	0	28.87	28.87	2771.4	0.65
1983 07 14 12	50457.6	0	536.91	0	28.09	28.09	2662.1	0.65
1983 07 15 12	50457.6	0	554.58	0	28.15	28.15	2596.65	0.65
1983 07 16 12	50457.6	0.44	457.39	0	28.86	28.86	2721.01	0.65
1983 07 17 12	50457.6	0.49	437.42	0	28.3	28.3	2838.81	0.65
1983 07 18 12	50378.94	1.38	407.5	0	27.13	27.13	2660.24	0.65
1983 07 19 12	50121.57	0.41	480.24	0	27.24	27.24	2651.95	0.65
1983 07 20 12	50112	0	478.34	0	29.14	29.14	2941.63	0.65
1983 07 21 12	50112	2.28	495.34	0	30.19	30.19	3035.2	0.65
1983 07 22 12	50112	0.31	366.18	0	29.34	29.34	3221.54	0.65
1983 07 23 12	49958.57	0	528.95	0	29.21	29.21	3115.67	0.65
1983 07 24 12	49766.4	0	429.29	0	29.27	29.27	3242.56	0.65
1983 07 25 12	49766.4	0.01	394.93	0	29.5	29.5	3155.43	0.65
1983 07 26 12	49766.4	5.31	325.35	0	28.13	28.13	2980.71	0.65
1983 07 27 12	49687.74	1.06	400.42	0	28.04	28.04	2812.94	0.65
1983 07 28 12	49420.8	0	238.85	0	27	27	2851.61	0.65
1983 07 29 12	49420.8	0	571.96	0	26.82	26.82	2490.24	0.65
1983 07 30 12	49420.8	0.83	582.36	0	26.19	26.19	2318	0.65
1983 07 31 12	49267.38	3.71	427.51	0	25.83	25.83	2500.39	0.65
1983 08 01 12	49075.2	3.26	483.21	0	26.15	26.15	2626.58	0.65
1983 08 02 12	49075.2	0.2	408.36	0	26.74	26.74	2670.93	0.65
1983 08 03 12	49075.2	3.95	357.59	0	26.56	26.56	2632.08	0.65
1983 08 04 12	48739.17	5.64	298.07	0	27.12	27.12	2732.94	0.65
1983 08 05 12	48729.6	0.85	481.44	0	28.31	28.31	2738.55	0.65
1983 08 06 12	48729.6	9.16	441.3	0	29.42	29.42	2873.73	0.65
1983 08 07 12	48650.94	9.29	467.33	0	28.72	28.72	2782.76	0.65
1983 08 08 12	48384	2.83	382.37	0	27.78	27.78	2618.12	0.65
1983 08 09 12	48384	0	368.43	0	27.91	27.91	2685.96	0.65
1983 08 10 12	48384	0	441.48	0	28.92	28.92	2926.56	0.65
1983 08 11 12	48038.4	0.01	274.83	0	28.3	28.3	3113.35	0.65
1983 08 12 12	48038.4	0.66	436	0	27.71	27.71	2887.05	0.65
1983 08 13 12	48038.4	1.11	405.88	0	27.75	27.75	2785.65	0.65
1983 08 14 12	47692.8	0	583.6	0	27.46	27.46	2380.89	0.65
1983 08 15 12	47692.8	0	565.88	0	26.96	26.96	2505.09	0.65
1983 08 16 12	47692.8	0	543.75	0	26.38	26.38	2441.51	0.65
1983 08 17 12	47347.2	0	508.46	0	27.59	27.59	2507.54	0.65
1983 08 18 12	47347.2	0	588.83	0	27.31	27.31	2430.45	0.65
1983 08 19 12	47347.2	0	554.01	0	28.44	28.44	2577.47	0.65
1983 08 20 12	47001.6	0	536.61	0	29.5	29.5	2606.11	0.65
1983 08 21 12	47001.6	0.44	376.75	0	31.16	31.16	2964.13	0.65
1983 08 22 12	47001.6	3.86	431.36	0	30.37	30.37	3088.3	0.65
1983 08 23 12	46656	5.55	530.09	0	30.49	30.49	2930.51	0.65
1983 08 24 12	46656	0.35	526.95	0	30.86	30.86	3002.99	0.65
1983 08 25 12	46656	0.8	406.32	0	30.58	30.58	2956.6	0.65
1983 08 26 12	46310.4	0.63	357.74	0	28.89	28.89	2876.26	0.65
1983 08 27 12	46310.4	2.79	400.76	0	27.57	27.57	2785.05	0.65
1983 08 28 12	46310.4	0.6	339.89	0	27.8	27.8	2823.1	0.65
1983 08 29 12	45964.8	1.1	413.43	0	28.3	28.3	2905.85	0.65
1983 08 30 12	45964.8	0.04	582.28	0	28.11	28.11	2536.09	0.65
1983 08 31 12	45964.8	0.05	533.19	0	27.92	27.92	2325.39	0.65
1983 09 01 12	45619.2	1.67	417.32	0	27.25	27.25	2412.08	0.65
1983 09 02 12	45619.2	2.27	356.4	0	25.55	25.55	2341.48	0.65
1983 09 03 12	45334.21	0.84	285.57	0	24.21	24.21	2270.31	0.65
1983 09 04 12	45273.6	5.24	279.26	0	24.86	24.86	2529.24	0.65
1983 09 05 12	45273.6	4.65	339.68	0	25.67	25.67	2667.75	0.65
1983 09 06 12	44928	6.39	319.36	0	25.22	25.22	2623.14	0.65
1983 09 07 12	44928	1.83	330.67	0	24.94	24.94	2529.7	0.65
1983 09 08 12	44928	11.43	405.51	0	26.56	26.56	2579.99	0.65
1983 09 09 12	44582.4	0.65	363.54	0	27.53	27.53	2661.33	0.65
1983 09 10 12	44582.4	0	511.69	0	28.82	28.82	2539.86	0.65
1983 09 11 12	44582.4	2.47	372.38	0	27.29	27.29	2350.94	0.65
1983 09 12 12	44236.8	6.5	345.79	0	25.87	25.87	2566.73	0.65
1983 09 13 12	44236.8	13.63	319.43	0	25.09	25.09	2521.34	0.65
1983 09 14 12	43891.2	0.24	522.03	0	23.48	23.48	2073.38	0.65
1983 09 15 12	43891.2	0	514.94	0	20.03	20.03	1702.01	0.65
1983 09 16 12	43891.2	0	469.4	0	22.86	22.86	2040.78	0.65
1983 09 17 12	43545.6	0	496.72	0	24.08	24.08	2085.67	0.65
1983 09 18 12	43545.6	0.59	483.81	0	24.27	24.27	2205.56	0.65
1983 09 19 12	43545.6	6.15	260.44	0	24.68	24.68	2483.06	0.65
1983 09 20 12	43200	19.79	251.06	0	23.27	23.27	2467.52	0.65
1983 09 21 12	43200	15.71	387.78	0	17.53	17.53	1766.73	0.65
1983 09 22 12	42854.4	0	532.62	0	11.14	11.14	866.45	0.65
1983 09 23 12	42854.4	0	524.09	0	15.04	15.04	980.65	0.65
1983 09 24 12	42854.4	0	518.03	0	15.22	15.22	1084.72	0.65
1983 09 25 12	42508.8	0	481.54	0	16.73	16.73	1281.54	0.65
1983 09 26 12	42508.8	0	267.71	0	19.91	19.91	1598.1	0.65
1983 09 27 12	42508.8	0	343.48	0	20.03	20.03	1546.49	0.65
1983 09 28 12	42163.2	0	508.22	0	19.72	19.72	1402.06	0.65
1983 09 29 12	42163.2	0	497.75	0	20.57	20.57	1466.6	0.65
1983 09 30 12	41817.6	0	497.57	0	19.86	19.86	1488.57	0.65
1983 10 01 12	41817.6	0	520.69	0	20.52	20.52	1374.59	0.65
1983 10 02 12	41817.6	0	507.42	0	20.21	20.21	1449.45	0.65
1983 10 03 12	41472	0.17	506.68	0	20.24	20.24	1594.99	0.65
1983 10 04 12	41472	0.23	357.27	0	22.59	22.59	2158.65	0.65
1983 10 05 12	41472	0.99	364.78	0	24.1	24.1	2403.33	0.65
1983 10 06 12	41126.4	0	505.89	0	18.72	18.72	1405.44	0.65
1983 10 07 12	41126.4	0	490.73	0	18.61	18.61	1278.05	0.65
1983 10 08 12	41065.79	0	364.66	0	20.5	20.5	1592.99	0.65
1983 10 09 12	40780.8	10.43	397	0	20.29	20.29	1717.36	0.65
1983 10 10 12	40780.8	7.38	311.14	0	18.44	18.44	1704.17	0.65
1983 10 11 12	40435.2	17.11	306.42	0	18.99	18.99	1833.4	0.65
1983 10 12 12	40435.2	15.3	270.29	0	19.56	19.56	1969.6	0.65
1983 10 13 12	40435.2	15.43	481.69	0	15.4	15.4	1386	0.65
1983 10 14 12	40089.6	0	492.83	0	12.49	12.49	834.01	0.65
1983 10 15 12	40089.6	0	487.29	0	14.3	14.3	998.11	0.65
1983 10 16 12	40089.6	0.02	461.14	0	18.57	18.57	1548.69	0.65
1983 10 17 12	39744	0.27	423.58	0	21.23	21.23	1835.63	0.65
1983 10 18 12	39744	0.37	247.82	0	21.13	21.13	1967.26	0.65
1983 10 19 12	39744	0	385.43	0	22.55	22.55	2045.93	0.65
1983 10 20 12	39398.4	0.13	413.29	0	21.92	21.92	1909.66	0.65
1983 10 21 12	39398.4	0.07	148.66	0	19.91	19.91	1956.67	0.65
1983 10 22 12	39398.4	8.07	209.37	0	18.68	18.68	1932.74	0.65
1983 10 23 12	39052.8	8.05	311.5	0	14.38	14.38	1419.42	0.65
1983 10 24 12	39052.8	0.01	221.64	0	15.1	15.1	1442	0.65
1983 10 25 12	39052.8	0	297.54	0	14.89	14.89	1385.47	0.65
1983 10 26 12	38707.2	0	452.77	0	13.26	13.26	1056.76	0.65
1983 10 27 12	38707.2	0	450.72	0	11.99	11.99	865.54	0.65
1983 10 28 12	38707.2	0	447.64	0	14.63	14.63	936.94	0.65
1983 10 29 12	38361.6	0	437.3	0	15.8	15.8	1059.74	0.65
1983 10 30 12	38361.6	0	435.96	0	17.69	17.69	1219.47	0.65
1983 10 31 12	38361.6	0	288.15	0	15.88	15.88	1323.78	0.65
1983 11 01 12	38016	0	283.16	0	17.5	17.5	1536.63	0.65
1983 11 02 12	38016	0	316.72	0	19.02	19.02	1576.25	0.65
1983 11 03 12	38016	0.75	307.39	0	19.88	19.88	1545.61	0.65
1983 11 04 12	37749.06	3.7	261.3	0	20.4	20.4	1836.46	0.65
1983 11 05 12	37670.4	0.1	397.86	0	11.3	11.3	889.21	0.65
1983 11 06 12	37670.4	0.02	375.2	0	9.38	9.38	675.17	0.65
1983 11 07 12	37660.83	0.99	230.49	0	12.98	12.98	1058.38	0.65
1983 11 08 12	37324.8	0	368.94	0	14.06	14.06	1180.07	0.65
1983 11 09 12	37324.8	0	183.25	0	17.43	17.43	1470.74	0.65
1983 11 10 12	37324.8	0.02	312.21	0	13.87	13.87	1268.92	0.65
1983 11 11 12	37132.62	0	226.46	0	7.35	7.35	778.17	0.65
1983 11 12 12	36979.2	0	371.22	0	5.35	5.35	606.88	0.65
1983 11 13 12	36979.2	1.05	295	0	7.12	7.12	631.83	0.65
1983 11 14 12	36979.2	9.14	101.43	0	9.95	9.95	1041.66	0.65
1983 11 15 12	36712.26	16.94	347.69	0	14.71	14.71	1404.67	0.65
1983 11 16 12	36633.6	0	305.24	0	8.33	8.33	801.19	0.65
1983 11 17 12	36633.6	0	357.69	0	7.16	7.16	654.13	0.65
1983 11 18 12	36633.6	15.81	230.14	0	8.02	8.02	847.08	0.65
1983 11 19 12	36441.43	0.21	299.89	0	15.27	15.27	1401.79	0.65
1983 11 20 12	36288	25.85	348.06	0	17.06	17.06	1623.42	0.65
1983 11 21 12	36288	2.28	204	0	9.31	9.31	891.87	0.65
1983 11 22 12	36288	0.14	334.5	0	12.93	12.93	1255.45	0.65
1983 11 23 12	36278.43	37.79	156.77	0	17.93	17.93	1925.92	0.65
1983 11 24 12	36021.06	8.08	150.53	0	12.46	12.46	1298.52	0.65
1983 11 25 12	35942.4	0.15	349.01	0	5.12	5.12	624.74	0.65
1983 11 26 12	35942.4	0.01	341.54	0	6.82	6.82	697.21	0.65
1983 11 27 12	35942.4	44.26	112.52	0	11.78	11.78	1259.68	0.65
1983 11 28 12	35942.4	11.34	342.94	0	10.52	10.52	1044.13	0.65
1983 11 29 12	35819.48	0.06	345.94	0	2.83	2.83	545.91	0.65
1983 11 30 12	35613.81	0.45	157.42	0	4.34	4.34	576.19	0.65
1983 12 01 12	35596.8	0.13	178.39	0	8.46	8.46	767.61	0.65
1983 12 02 12	35596.8	28.94	133.59	0	9.31	9.31	995.83	0.65
1983 12 03 12	35596.8	85.25	156.16	0	17.92	17.92	1964.73	0.65
1983 12 04 12	35596.8	18.15	254.82	0	15.62	15.62	1588.62	0.65
1983 12 05 12	35596.8	3.67	305.87	0	13.29	13.29	1278.2	0.65
1983 12 06 12	35473.89	21.33	306.26	0	12.42	12.42	1268.17	0.65
1983 12 07 12	35329.86	0.19	328.69	0	2.54	2.54	524.25	0.65
1983 12 08 12	35251.2	0	319.24	0	3.66	3.66	593.65	0.65
1983 12 09 12	35251.2	2.49	254.24	0	6.49	6.49	755.57	0.65
1983 12 10 12	35251.2	5.19	185.05	0	10.68	10.68	1093.93	0.65
1983 12 11 12	35251.2	28.36	200.92	0	14.81	14.81	1456.44	0.65
1983 12 12 12	35251.2	2.61	300.02	0	10.67	10.67	1112.85	0.65
1983 12 13 12	35251.2	0.82	310.99	0	6.04	6.04	812.26	0.65
1983 12 14 12	35251.2	5.86	198.03	0	7.42	7.42	923.58	0.65
1983 12 15 12	35251.2	0.43	301.55	0	4.54	4.54	656.66	0.65
1983 12 16 12	35251.2	0.1	153.49	0	2.66	2.66	527.1	0.65
1983 12 17 12	35251.2	0.03	311.09	0	4.74	4.74	623.11	0.65
1983 12 18 12	35251.2	0	191.93	0	3.82	3.82	601.01	0.65
1983 12 19 12	35251.2	0.22	163.17	0	2.32	2.32	564.43	0.65
1983 12 20 12	35251.2	0.08	92.81	0	2.96	2.96	601.86	0.65
1983 12 21 12	35251.2	7.25	112.24	0	5.65	5.65	824.69	0.65
1983 12 22 12	35251.2	15.6	238.96	0	6.25	6.25	851.26	0.65
1983 12 23 12	35251.2	0.38	299.17	0	-0.09	-0.09	449.86	0.65
1983 12 24 12	35251.2	0	294.63	0	-8.88	-8.88	191.53	0.65
1983 12 25 12	35251.2	0	304.47	0	-14.58	-14.58	93.27	0.65
1983 12 26 12	35251.2	0	263.01	0	-9.95	-9.95	145.62	0.65
1983 12 27 12	35251.2	20.65	78.66	0	-4.96	-4.96	337.18	0.65
1983 12 28 12	35251.2	52.33	253.06	0	5.15	5.15	802.17	0.65
1983 12 29 12	35251.2	0.01	323.38	0	-2.71	-2.71	383.94	0.65
1983 12 30 12	35251.2	0	329.16	0	-8.52	-8.52	183.4	0.65
1983 12 31 12	35251.2	0	327.32	0	-6.39	-6.39	214.87	0.65
1984 01 01 12	35251.2	0	316.21	0	-0.71	-0.71	302.31	0.65
1984 01 02 12	35251.2	0	166.66	0	2.67	2.67	437.04	0.65
1984 01 03 12	35268.21	0	313.45	0	3.26	3.26	595.39	0.65
1984 01 04 12	35404.62	0	223.03	0	4.69	4.69	584.91	0.65
1984 01 05 12	35536.19	0	308.3	0	7.17	7.17	796.95	0.65
1984 01 06 12	35596.8	0	305.17	0	6.99	6.99	808.59	0.65
1984 01 07 12	35596.8	0	313.43	0	5.06	5.06	639.06	0.65
1984 01 08 12	35596.8	0	311.44	0	6.57	6.57	651.33	0.65
1984 01 09 12	35596.8	6.79	238.95	0	7.62	7.62	745.71	0.65
1984 01 10 12	35596.8	33.11	97.54	0	6.6	6.6	888.56	0.65
1984 01 11 12	35675.46	0.27	326.36	0	-0.73	-0.73	425.84	0.65
1984 01 12 12	35932.83	0	318.61	0	0.88	0.88	455.63	0.65
1984 01 13 12	35942.4	0	148.8	0	2.15	2.15	603.94	0.65
1984 01 14 12	35942.4	0	303.53	0	4.48	4.48	694.49	0.65
1984 01 15 12	35942.4	6.78	166.54	0	2.06	2.06	587.15	0.65
1984 01 16 12	35942.4	3.78	213.65	0	3	3	662.09	0.65
1984 01 17 12	36165.09	1.46	154.94	0	1.5	1.5	567.46	0.65
1984 01 18 12	36288	14.04	161.54	0	4.21	4.21	750.61	0.65
1984 01 19 12	36288	0.2	344.33	0	-3.78	-3.78	334.27	0.65
1984 01 20 12	36288	0	294.51	0	-4.81	-4.81	205.72	0.65
1984 01 21 12	36305.01	0	352.99	0	-5.42	-5.42	214.13	0.65
1984 01 22 12	36624.03	0	335.37	0	-3.8	-3.8	227.55	0.65
1984 01 23 12	36633.6	11.79	93.28	0	-0.42	-0.42	479.08	0.65
1984 01 24 12	36633.6	15.77	167.52	0	6.6	6.6	939.49	0.65
1984 01 25 12	36633.6	0.1	336.57	0	9.17	9.17	974.45	0.65
1984 01 26 12	36918.59	0	344.52	0	7.06	7.06	722.4	0.65
1984 01 27 12	36979.2	0	349.23	0	8.71	8.71	832.55	0.65
1984 01 28 12	36979.2	0	342.89	0	4.84	4.84	688.49	0.65
1984 01 29 12	36979.2	0	356.29	0	6.18	6.18	733.14	0.65
1984 01 30 12	37315.23	0	323.28	0	5.61	5.61	660.63	0.65
1984 01 31 12	37324.8	0	364.12	0	0.88	0.88	450.45	0.65
1984 02 01 12	37324.8	0.78	370.15	0	3.96	3.96	531.01	0.65
1984 02 02 12	37403.46	0	371.07	0	6.14	6.14	638.64	0.65
1984 02 03 12	37670.4	5.23	282.12	0	8.78	8.78	963.39	0.65
1984 02 04 12	37670.4	0.03	344.96	0	8.16	8.16	789.44	0.65
1984 02 05 12	37670.4	0.02	264.56	0	4.56	4.56	576.31	0.65
1984 02 06 12	38006.43	0.04	352.6	0	-2.64	-2.64	299.49	0.65
1984 02 07 12	38016	0	385.85	0	-1.02	-1.02	323.62	0.65
1984 02 08 12	38016	0	387.34	0	0.53	0.53	376.71	0.65
1984 02 09 12	38238.69	0.55	285.54	0	3.92	3.92	533.07	0.65
1984 02 10 12	38361.6	20.07	144.84	0	9.45	9.45	1088.43	0.65
1984 02 11 12	38361.6	0.5	352.08	0	15.1	15.1	1509.5	0.65
1984 02 12 12	38440.26	10.29	221.01	0	15.24	15.24	1515.07	0.65
1984 02 13 12	38707.2	10.93	217.34	0	15.66	15.66	1562.28	0.65
1984 02 14 12	38707.2	0.87	399.18	0	13	13	1014.37	0.65
1984 02 15 12	38724.21	0	397.39	0	11.99	11.99	829.59	0.65
1984 02 16 12	39052.8	4.92	308.66	0	11.65	11.65	1113.13	0.65
1984 02 17 12	39052.8	0.01	402.07	0	12.73	12.73	1123.99	0.65
1984 02 18 12	39069.81	0	380.08	0	12.96	12.96	1018.85	0.65
1984 02 19 12	39398.4	0.1	214.24	0	14.76	14.76	1375.05	0.65
1984 02 20 12	39398.4	0.05	384.33	0	9.26	9.26	860.53	0.65
1984 02 21 12	39415.41	1.97	402.2	0	8.12	8.12	782.89	0.65
1984 02 22 12	39744	3.78	176.94	0	7.53	7.53	746.28	0.65
1984 02 23 12	39744	0.54	417.22	0	9.25	9.25	926.3	0.65
1984 02 24 12	39897.43	0	347.23	0	10.58	10.58	959.26	0.65
1984 02 25 12	40089.6	8.45	357.29	0	7.1	7.1	774.65	0.65
1984 02 26 12	40089.6	0.14	402.65	0	7.75	7.75	698.14	0.65
1984 02 27 12	40425.63	28.85	298.53	0	11.22	11.22	1114.08	0.65
1984 02 28 12	40435.2	2.22	186.93	0	1.03	1.03	541.77	0.65
1984 02 29 12	40435.2	1.11	332.43	0	0.48	0.48	484.11	0.65
1984 03 01 12	40780.8	0	473.89	0	-0.06	-0.06	426.43	0.65
1984 03 02 12	40780.8	0	389.94	0	5.51	5.51	703.36	0.65
1984 03 03 12	40780.8	5.31	224.79	0	10.21	10.21	1065.02	0.65
1984 03 04 12	41126.4	1.99	288.38	0	13.5	13.5	1275.15	0.65
1984 03 05 12	41126.4	35.24	104.43	0	13.45	13.45	1434.9	0.65
1984 03 06 12	41126.4	2.01	337.62	0	7.49	7.49	878.79	0.65
1984 03 07 12	41472	0	458.01	0	3.35	3.35	554.68	0.65
1984 03 08 12	41472	0	467.71	0	6.21	6.21	687.27	0.65
1984 03 09 12	41817.6	0.01	471.69	0	2.01	2.01	480.48	0.65
1984 03 10 12	41817.6	2.42	134.66	0	1.92	1.92	489.01	0.65
1984 03 11 12	41817.6	0	442.45	0	4.66	4.66	609.5	0.65
1984 03 12 12	42163.2	0.32	162.68	0	6.96	6.96	774.17	0.65
1984 03 13 12	42163.2	0.44	454.02	0	14.18	14.18	1308.44	0.65
1984 03 14 12	42163.2	0.05	482.15	0	14.91	14.91	1244.27	0.65
1984 03 15 12	42508.8	0.2	453.53	0	18.41	18.41	1579.49	0.65
1984 03 16 12	42508.8	2.62	367.6	0	18.84	18.84	1747.38	0.65
1984 03 17 12	42844.83	11.41	305.6	0	17.95	17.95	1673.58	0.65
1984 03 18 12	42854.4	2.56	434	0	20.16	20.16	1818.09	0.65
1984 03 19 12	42854.4	1.99	440.24	0	18.92	18.92	1724.99	0.65
1984 03 20 12	43200	19.49	301.5	0	14.43	14.43	1446.88	0.65
1984 03 21 12	43200	0.05	512.61	0	8.07	8.07	761.21	0.65
1984 03 22 12	43200	0	481.57	0	9.51	9.51	785.92	0.65
1984 03 23 12	43545.6	0	501.99	0	14.34	14.34	994.48	0.65
1984 03 24 12	43545.6	10.39	288.07	0	14.07	14.07	1317.64	0.65
1984 03 25 12	43555.17	4.22	486.74	0	14.24	14.24	1317.78	0.65
1984 03 26 12	43891.2	0.28	428.5	0	12.86	12.86	1077.6	0.65
1984 03 27 12	43891.2	9.37	394.46	0	15.61	15.61	1501.48	0.65
1984 03 28 12	44236.8	29.53	294.39	0	18.24	18.24	1782.22	0.65
1984 03 29 12	44236.8	0.87	472.33	0	9.97	9.97	976.54	0.65
1984 03 30 12	44236.8	0.07	392.25	0	9.04	9.04	801.59	0.65
1984 03 31 12	44582.4	0.03	384.13	0	9.63	9.63	798.85	0.65
1984 04 01 12	44582.4	4.54	443.47	0	9.9	9.9	844.74	0.65
1984 04 02 12	44582.4	6.96	374.34	0	11.28	11.28	1090.11	0.65
1984 04 03 12	44928	36.91	435.63	0	16.69	16.69	1648.19	0.65
1984 04 04 12	44928	0.24	458.63	0	16.44	16.44	1474.37	0.65
1984 04 05 12	45273.6	0	297.59	0	10.09	10.09	945.65	0.65
1984 04 06 12	45273.6	0	498.22	0	12.25	12.25	988.71	0.65
1984 04 07 12	45273.6	0	411.03	0	12.8	12.8	884.45	0.65
